epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,35483.4,1.54322,1.15326,1.15804,0.55267,0.45785,0.475,0.29339,1.49801,1.12267,1.17817,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,35740.7,1.54255,1.15592,1.15997,0.55359,0.45784,0.47522,0.29352,1.49816,1.12201,1.17819,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,35998.4,1.53204,1.15071,1.15696,0.55224,0.45963,0.47502,0.29306,1.49785,1.12162,1.1781,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,36255.9,1.54683,1.15332,1.15752,0.55461,0.45885,0.47522,0.29337,1.49766,1.12101,1.17788,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,36514.1,1.5427,1.15159,1.15763,0.55142,0.4604,0.47544,0.29338,1.49736,1.12051,1.17785,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,36771.9,1.53221,1.143,1.15277,0.55021,0.46085,0.47602,0.29347,1.49728,1.12005,1.17763,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,37029.5,1.5416,1.15071,1.15591,0.55232,0.46067,0.47615,0.29375,1.49715,1.11943,1.17745,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,37288.2,1.53706,1.1434,1.15135,0.55171,0.46098,0.47584,0.29382,1.49696,1.11941,1.17737,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,37545.6,1.52927,1.14078,1.15277,0.5532,0.45904,0.47544,0.29364,1.49676,1.11917,1.17718,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,37804.5,1.53749,1.14551,1.1532,0.55341,0.45867,0.47595,0.29401,1.49676,1.11897,1.17719,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,38062,1.528,1.14033,1.15233,0.55296,0.45965,0.4761,0.29411,1.49677,1.11869,1.17721,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,38320.4,1.52848,1.13746,1.15049,0.55406,0.45843,0.47671,0.29439,1.49657,1.11873,1.17711,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,38578.4,1.53509,1.14162,1.15467,0.55387,0.45784,0.47666,0.29432,1.49637,1.11829,1.17687,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,38836.2,1.53032,1.13807,1.14968,0.55365,0.45735,0.47674,0.29446,1.49615,1.11797,1.17677,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,39093.9,1.53422,1.14567,1.1534,0.55618,0.45475,0.4769,0.29481,1.49606,1.11803,1.17674,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,39352.7,1.5361,1.14472,1.15055,0.55526,0.45476,0.47704,0.295,1.49591,1.11792,1.17671,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,39614,1.53357,1.1404,1.15267,0.55445,0.45632,0.47714,0.29507,1.49575,1.11774,1.17648,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,39873.3,1.53069,1.13662,1.15188,0.55608,0.4553,0.47718,0.29533,1.49557,1.11744,1.17629,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,40133.4,1.52348,1.13176,1.14789,0.54997,0.46025,0.47777,0.29539,1.49523,1.11741,1.17614,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,40392.3,1.53083,1.13244,1.1503,0.5497,0.46008,0.47712,0.29527,1.49508,1.11714,1.17594,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,40652.2,1.53056,1.13875,1.15084,0.55368,0.45781,0.47757,0.29528,1.49507,1.11703,1.17591,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,40913.7,1.53377,1.13309,1.1466,0.55321,0.45801,0.47753,0.29536,1.49486,1.11694,1.17583,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,41173.2,1.52897,1.1339,1.1502,0.55733,0.45646,0.47764,0.29546,1.49462,1.11672,1.17576,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,41433.4,1.51914,1.12038,1.14686,0.55388,0.45884,0.47821,0.29595,1.49468,1.11618,1.17566,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,41692.8,1.52611,1.12834,1.14724,0.55692,0.45622,0.47836,0.29597,1.49449,1.11626,1.17556,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,41953.7,1.52589,1.13129,1.14422,0.55503,0.45776,0.4789,0.2962,1.49435,1.11562,1.17537,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,42225.7,1.52494,1.12562,1.1453,0.55464,0.45925,0.47872,0.29632,1.49437,1.11544,1.17529,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,42484.8,1.525,1.1285,1.1454,0.55708,0.45749,0.47905,0.29625,1.49441,1.11532,1.17522,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,42743.3,1.52429,1.1249,1.14494,0.55397,0.45911,0.47877,0.29633,1.4943,1.11527,1.17507,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,43002.6,1.52559,1.12945,1.14771,0.55377,0.45867,0.47869,0.2962,1.49423,1.11527,1.17499,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,43261.8,1.51343,1.12289,1.14374,0.55633,0.45733,0.47877,0.2964,1.49416,1.11501,1.17498,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,43520.2,1.52225,1.12508,1.14606,0.5556,0.45815,0.47901,0.29658,1.49399,1.11466,1.17485,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,43779.4,1.52007,1.12187,1.14366,0.55583,0.45771,0.47888,0.29651,1.49375,1.11458,1.17475,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,44038.5,1.52115,1.12228,1.1431,0.55583,0.45779,0.47902,0.29656,1.49356,1.1145,1.17469,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,44298,1.5236,1.11962,1.14462,0.55066,0.46143,0.47948,0.29692,1.4933,1.1143,1.17451,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,44557.3,1.5214,1.12341,1.14548,0.55601,0.45893,0.47987,0.29705,1.4931,1.11406,1.17439,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,44816.5,1.51965,1.11948,1.14373,0.55228,0.4612,0.48024,0.29718,1.4931,1.11381,1.17433,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,45075,1.51917,1.11922,1.1435,0.55461,0.4611,0.4805,0.29741,1.49302,1.11358,1.1743,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,45333.9,1.52154,1.11775,1.14355,0.55476,0.45946,0.48014,0.29733,1.49288,1.11319,1.17421,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,45591.9,1.51019,1.1184,1.1463,0.55395,0.46121,0.4807,0.29744,1.49287,1.11333,1.17415,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,45850.4,1.51677,1.1203,1.14255,0.55282,0.46339,0.48053,0.29748,1.49256,1.11298,1.17398,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,46110.2,1.51602,1.11487,1.14208,0.55255,0.46347,0.48032,0.29747,1.49271,1.11274,1.17393,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,46368.6,1.51864,1.11686,1.14468,0.55202,0.46517,0.48029,0.29735,1.49278,1.11234,1.1738,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,46627.1,1.50682,1.10875,1.14136,0.55137,0.46491,0.48054,0.29761,1.49264,1.11247,1.17371,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,46886.8,1.5103,1.11129,1.13983,0.55146,0.46427,0.48064,0.2975,1.49275,1.11235,1.17373,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,47145.4,1.50837,1.10674,1.13833,0.55153,0.46487,0.48084,0.29768,1.49271,1.11206,1.17376,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,47404.1,1.50644,1.10868,1.14065,0.55207,0.46545,0.48124,0.29795,1.49258,1.11189,1.17356,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,47662.5,1.50257,1.10341,1.138,0.54871,0.4674,0.4812,0.29783,1.49269,1.11176,1.17362,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,47921.8,1.50727,1.10753,1.13666,0.55012,0.46579,0.48123,0.29786,1.49274,1.11167,1.17358,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,48180.7,1.50912,1.10377,1.13978,0.55159,0.4666,0.48131,0.29792,1.49262,1.1116,1.17343,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,48439.1,1.50976,1.10784,1.13953,0.55099,0.4667,0.4812,0.29799,1.49273,1.11148,1.17342,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,48697.4,1.49772,1.10398,1.1388,0.55317,0.46647,0.48127,0.29814,1.49266,1.11144,1.17332,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,48957,1.50363,1.10292,1.13918,0.55148,0.46806,0.48143,0.29796,1.49281,1.11127,1.1734,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,49215.9,1.50547,1.10841,1.13948,0.55059,0.46924,0.48157,0.29812,1.49251,1.11108,1.17326,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,49472.6,1.50391,1.10295,1.13748,0.55196,0.46804,0.482,0.2984,1.49256,1.11093,1.1732,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,49732,1.50509,1.10405,1.13884,0.55166,0.46845,0.48194,0.29827,1.49264,1.11069,1.17324,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,49991.5,1.49745,1.10157,1.13829,0.55449,0.46768,0.48225,0.2984,1.49254,1.11038,1.17321,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,50251.2,1.50414,1.1029,1.13413,0.55359,0.46778,0.48247,0.29819,1.4927,1.11055,1.17317,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,50510.1,1.50671,1.10274,1.13591,0.55408,0.46831,0.48275,0.29839,1.49263,1.11012,1.17313,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,50769.2,1.50015,1.09428,1.13661,0.55416,0.46816,0.48268,0.29827,1.4927,1.1099,1.17305,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,51028.5,1.50648,1.09997,1.13388,0.55512,0.4681,0.48309,0.29848,1.49255,1.10969,1.17295,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,51287.8,1.50396,1.10087,1.13748,0.55307,0.46961,0.48334,0.29848,1.4924,1.10949,1.17288,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,51547.2,1.50212,1.10137,1.13672,0.5553,0.46786,0.48309,0.29849,1.49245,1.10954,1.17289,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,51807,1.50491,1.09578,1.13278,0.55244,0.47105,0.48307,0.29839,1.49254,1.10949,1.17293,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,52065.8,1.50797,1.10391,1.13599,0.555,0.46837,0.48355,0.29864,1.49243,1.10945,1.17285,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,52326.2,1.50327,1.09531,1.1362,0.55521,0.46787,0.48334,0.2986,1.49224,1.10933,1.17269,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,52585.2,1.49164,1.09123,1.13415,0.55567,0.4685,0.48343,0.29874,1.49232,1.10928,1.17265,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,52846,1.50137,1.09169,1.13398,0.55662,0.46815,0.48329,0.29858,1.49262,1.10934,1.17276,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,53105.6,1.50286,1.09559,1.13581,0.55612,0.46797,0.48353,0.29864,1.49253,1.10912,1.17263,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,53363.9,1.49905,1.09726,1.13426,0.55459,0.46861,0.48342,0.29863,1.49238,1.1092,1.17253,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,53623.5,1.50101,1.09085,1.13359,0.55452,0.46802,0.4835,0.29866,1.49238,1.1089,1.17251,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,53883,1.49205,1.08433,1.1302,0.5537,0.46831,0.48353,0.29878,1.49242,1.1089,1.17245,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,54143.5,1.49532,1.08783,1.13201,0.55385,0.46878,0.48363,0.29873,1.49233,1.1089,1.17229,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,54402.7,1.49441,1.08807,1.13257,0.55386,0.46943,0.4837,0.2989,1.49236,1.10863,1.17222,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,54661.3,1.49459,1.08938,1.13043,0.55329,0.47112,0.48347,0.29885,1.49226,1.10845,1.1722,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,54919.8,1.503,1.09171,1.13204,0.55342,0.47097,0.48351,0.29892,1.49222,1.10812,1.17205,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,55175.3,1.49148,1.08591,1.13227,0.55246,0.47175,0.48359,0.29891,1.49229,1.10801,1.17199,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,55432.4,1.49582,1.08979,1.13121,0.55368,0.47036,0.48362,0.29889,1.49201,1.10778,1.17183,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,55702.7,1.49969,1.08679,1.13269,0.55484,0.47041,0.48388,0.29887,1.49189,1.10741,1.17174,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,55958.7,1.49464,1.08949,1.13142,0.5547,0.47071,0.48384,0.29899,1.49177,1.10736,1.17178,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,56214.6,1.49837,1.08985,1.13051,0.5528,0.4713,0.48406,0.2992,1.49167,1.10719,1.1717,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,56471.3,1.49257,1.08398,1.1321,0.5588,0.46841,0.48409,0.29913,1.49189,1.10731,1.17167,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,56728.5,1.48897,1.08294,1.12694,0.55572,0.47073,0.48417,0.29908,1.49194,1.10751,1.17171,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,56982.5,1.48501,1.08067,1.12945,0.55379,0.4716,0.48428,0.29912,1.49216,1.1075,1.17161,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,57238.2,1.49094,1.08227,1.12971,0.5561,0.47008,0.48415,0.29917,1.49231,1.10734,1.17171,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,57497.6,1.48832,1.08133,1.13093,0.55861,0.46847,0.48419,0.299,1.4923,1.10727,1.1716,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,57754.1,1.49647,1.0844,1.1304,0.55875,0.46809,0.48432,0.29902,1.49235,1.10728,1.17159,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,58009.3,1.49331,1.08631,1.12959,0.55951,0.46835,0.4844,0.29891,1.49248,1.10697,1.17145,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,58265.3,1.48674,1.07973,1.13001,0.55711,0.47247,0.48466,0.29902,1.4924,1.10694,1.17135,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,58520.8,1.48616,1.07316,1.12579,0.55599,0.47231,0.48452,0.29906,1.49223,1.10682,1.1711,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,58777.4,1.48005,1.07126,1.1239,0.55324,0.4737,0.48464,0.29916,1.4921,1.10665,1.17094,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,59035.1,1.48684,1.07301,1.12535,0.55291,0.4729,0.48482,0.29937,1.49231,1.10628,1.17094,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,59291.7,1.48121,1.07085,1.12418,0.55178,0.4742,0.48483,0.29942,1.49246,1.10638,1.171,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,59549.5,1.48089,1.0718,1.12521,0.55301,0.47335,0.4849,0.29942,1.4924,1.10648,1.17092,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,59805.2,1.48629,1.07422,1.12727,0.55471,0.47045,0.48461,0.29938,1.49255,1.10689,1.17096,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,60060.7,1.47887,1.06678,1.12618,0.55399,0.47187,0.48478,0.29947,1.49247,1.1068,1.17076,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,60317.8,1.47925,1.06891,1.12467,0.55302,0.47246,0.48458,0.29943,1.49275,1.10705,1.17083,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,60573.9,1.48525,1.07413,1.12509,0.55515,0.47094,0.48441,0.2993,1.49282,1.10718,1.1707,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,60830.6,1.48263,1.0724,1.1246,0.55512,0.47066,0.4843,0.29937,1.49299,1.10748,1.17075,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,61090.2,1.47617,1.0644,1.12239,0.55622,0.46891,0.48439,0.29925,1.49301,1.1075,1.17067,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,61347.3,1.47529,1.06784,1.12316,0.55407,0.47105,0.4839,0.29913,1.49298,1.10738,1.17055,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,61607.1,1.47254,1.06176,1.12389,0.55544,0.47002,0.48381,0.29908,1.49315,1.10744,1.1706,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,61863.3,1.48216,1.0701,1.12256,0.55429,0.471,0.48375,0.29914,1.49337,1.10739,1.1707,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,62119.4,1.47534,1.06351,1.12308,0.55913,0.46842,0.48363,0.29904,1.49362,1.10741,1.17067,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,62377,1.47675,1.06419,1.12256,0.55726,0.4701,0.48352,0.29896,1.49379,1.10736,1.17063,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,62631.7,1.47572,1.06067,1.12265,0.55663,0.47002,0.48349,0.2988,1.49375,1.10737,1.17059,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,62887.1,1.48001,1.06312,1.12357,0.55624,0.47139,0.48337,0.29907,1.49406,1.10776,1.17066,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,63142.8,1.48119,1.06429,1.12287,0.55561,0.47093,0.48313,0.29891,1.49424,1.10782,1.17076,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,63398.4,1.47777,1.06534,1.12519,0.55809,0.46945,0.48299,0.29863,1.49473,1.10801,1.17081,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,63655.7,1.47812,1.06534,1.1236,0.55631,0.4704,0.48287,0.29861,1.49486,1.10796,1.17076,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,63911.9,1.47515,1.06231,1.11957,0.55576,0.47022,0.48281,0.29848,1.49505,1.1081,1.17079,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,64167.9,1.46833,1.05477,1.11925,0.55741,0.46913,0.4826,0.29825,1.4951,1.10834,1.17078,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,64423.8,1.47004,1.05661,1.11979,0.556,0.46946,0.48271,0.29809,1.49551,1.10863,1.17086,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,64679,1.47181,1.05898,1.12264,0.55729,0.46792,0.48231,0.29798,1.49565,1.10873,1.17084,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,64936.8,1.46464,1.05211,1.11741,0.55793,0.46766,0.48242,0.2979,1.4958,1.1089,1.17074,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,65192.8,1.47001,1.05572,1.12076,0.55708,0.46711,0.48223,0.29793,1.49603,1.10909,1.17069,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,65452,1.46833,1.05652,1.11638,0.55602,0.46801,0.4821,0.29759,1.49641,1.10936,1.17076,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,65709.8,1.47219,1.05974,1.12245,0.55603,0.46774,0.48191,0.29769,1.49655,1.10928,1.17064,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,65969,1.47689,1.05818,1.12168,0.55756,0.46844,0.4816,0.29737,1.49685,1.10937,1.1706,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,66227.6,1.46607,1.0513,1.11775,0.55979,0.46799,0.48148,0.29738,1.49724,1.10965,1.17059,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,66485.7,1.46965,1.05463,1.11873,0.5615,0.4673,0.48154,0.29732,1.49741,1.10994,1.17067,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,66743.2,1.46953,1.05356,1.12279,0.55855,0.4683,0.48163,0.29708,1.49786,1.10988,1.17078,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,67001.4,1.47018,1.05412,1.11829,0.56023,0.46795,0.48132,0.29693,1.49792,1.11016,1.17071,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,67260.1,1.46515,1.05083,1.11534,0.56051,0.46804,0.48136,0.29694,1.49836,1.11026,1.17082,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,67517.9,1.46761,1.05542,1.12026,0.56157,0.46631,0.48108,0.29699,1.49844,1.11043,1.17086,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,67776.3,1.46161,1.04169,1.11771,0.56405,0.46483,0.48125,0.29689,1.49849,1.11077,1.17076,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,68034.3,1.46696,1.0476,1.11642,0.56477,0.46476,0.48128,0.2967,1.49898,1.11083,1.17094,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,68292.9,1.46794,1.0501,1.11752,0.5623,0.46535,0.48115,0.29665,1.49916,1.1108,1.17085,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,68551.3,1.46865,1.051,1.1182,0.56315,0.46554,0.48108,0.29639,1.49963,1.11127,1.171,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,68810,1.46262,1.0467,1.11472,0.56306,0.46536,0.48098,0.29643,1.49962,1.11116,1.17093,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,69067.4,1.46594,1.0505,1.1181,0.5616,0.46603,0.48072,0.29632,1.50013,1.11158,1.17101,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,69324.9,1.45802,1.04213,1.11749,0.56301,0.46466,0.48049,0.29621,1.50064,1.1118,1.17104,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,69583,1.46206,1.044,1.1148,0.56116,0.46571,0.48041,0.29638,1.50112,1.11217,1.17128,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,69840.4,1.45873,1.04555,1.11475,0.561,0.46528,0.48038,0.29615,1.50185,1.11221,1.17137,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,70098,1.46242,1.0439,1.11579,0.5616,0.4656,0.47978,0.2956,1.50239,1.11259,1.17154,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,70355.8,1.46242,1.04381,1.11436,0.56074,0.46549,0.47959,0.29536,1.50314,1.11319,1.17177,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,70613.8,1.45973,1.04326,1.11528,0.55772,0.46585,0.47921,0.29515,1.50371,1.11354,1.17191,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,70871.9,1.45849,1.04323,1.11504,0.55746,0.46554,0.47909,0.29499,1.50411,1.11401,1.172,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,71129.4,1.45544,1.03699,1.11356,0.55796,0.46505,0.47889,0.29493,1.5046,1.11441,1.17217,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,71387.6,1.46445,1.04432,1.11918,0.55702,0.46432,0.47876,0.29483,1.50517,1.11479,1.17233,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,71646,1.4618,1.0421,1.11504,0.55525,0.4649,0.47836,0.29471,1.50555,1.11468,1.17241,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,71903.8,1.4624,1.04048,1.11404,0.55495,0.46523,0.47848,0.29473,1.5053,1.11444,1.17228,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,72161.8,1.45681,1.03629,1.11241,0.55607,0.46566,0.47855,0.29474,1.50504,1.11421,1.17217,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
