epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,12274.5,1.32545,0.99207,1.02179,0.51859,0.42983,0.44184,0.26673,1.3099,0.99001,1.03665,0.003796,0.003796,0.003796
190,12339.5,1.32067,0.98841,1.02374,0.51804,0.43154,0.44199,0.26686,1.30983,0.98988,1.03649,0.003763,0.003763,0.003763
191,12404.7,1.3243,0.9868,1.0203,0.51808,0.43109,0.4418,0.26696,1.30975,0.98963,1.03639,0.00373,0.00373,0.00373
192,12469.9,1.32237,0.98683,1.02098,0.51862,0.43137,0.44161,0.26713,1.30963,0.98939,1.03621,0.003697,0.003697,0.003697
193,12535.1,1.3207,0.98294,1.02047,0.51742,0.43257,0.44187,0.26725,1.30972,0.98947,1.03609,0.003664,0.003664,0.003664
194,12600.5,1.31604,0.98432,1.01905,0.51671,0.43328,0.44186,0.2673,1.30966,0.98959,1.03603,0.003631,0.003631,0.003631
195,12665.7,1.32186,0.98962,1.02278,0.51758,0.43352,0.44187,0.2672,1.30981,0.98939,1.03594,0.003598,0.003598,0.003598
196,12730.9,1.31549,0.98285,1.01755,0.517,0.43413,0.44194,0.26743,1.30969,0.98931,1.03571,0.003565,0.003565,0.003565
197,12796,1.31629,0.98509,1.01921,0.51944,0.43153,0.44228,0.26746,1.30961,0.98913,1.03553,0.003532,0.003532,0.003532
198,12861.2,1.32082,0.98433,1.01965,0.51859,0.43341,0.44265,0.26791,1.30949,0.989,1.03534,0.003499,0.003499,0.003499
199,12926.8,1.31613,0.98222,1.01856,0.51978,0.43187,0.44258,0.26788,1.30965,0.98919,1.0353,0.003466,0.003466,0.003466
200,12992.5,1.32106,0.98369,1.01727,0.51759,0.43488,0.44264,0.26808,1.30971,0.98907,1.03516,0.003433,0.003433,0.003433
201,13058,1.31619,0.97884,1.01796,0.51736,0.43479,0.44283,0.26809,1.30953,0.9888,1.03505,0.0034,0.0034,0.0034
202,13123.3,1.31714,0.98045,1.01781,0.51721,0.43638,0.44287,0.26828,1.30942,0.98874,1.03484,0.003367,0.003367,0.003367
203,13189.1,1.31488,0.97772,1.01528,0.51698,0.43683,0.44294,0.2681,1.30933,0.98889,1.03479,0.003334,0.003334,0.003334
204,13254.9,1.31833,0.97955,1.01756,0.51718,0.43668,0.44312,0.26843,1.30941,0.98872,1.03462,0.003301,0.003301,0.003301
205,13321,1.31627,0.9754,1.01494,0.51637,0.43766,0.44302,0.26851,1.30937,0.98848,1.03446,0.003268,0.003268,0.003268
206,13387,1.31539,0.97759,1.01605,0.51617,0.43714,0.44301,0.26877,1.30917,0.98851,1.03428,0.003235,0.003235,0.003235
207,13452.9,1.31218,0.97045,1.0118,0.51701,0.43604,0.44329,0.2689,1.309,0.98808,1.03401,0.003202,0.003202,0.003202
208,13518.7,1.3072,0.97186,1.01633,0.51606,0.43732,0.44329,0.2687,1.30884,0.98822,1.03383,0.003169,0.003169,0.003169
209,13584.4,1.31052,0.97202,1.0153,0.51452,0.43785,0.44332,0.26883,1.30892,0.98821,1.03368,0.003136,0.003136,0.003136
210,13650.4,1.31039,0.96844,1.01023,0.51488,0.43777,0.44317,0.26888,1.3088,0.98832,1.03348,0.003103,0.003103,0.003103
211,13716.2,1.31477,0.97612,1.0158,0.51445,0.43695,0.44332,0.26874,1.30886,0.9883,1.03339,0.00307,0.00307,0.00307
212,13782,1.31733,0.97411,1.0167,0.51554,0.43686,0.44355,0.26883,1.30902,0.98809,1.0332,0.003037,0.003037,0.003037
213,13848.1,1.31468,0.97532,1.01348,0.51538,0.43757,0.44351,0.26883,1.30901,0.98802,1.03317,0.003004,0.003004,0.003004
214,13914.5,1.31066,0.96823,1.01168,0.51635,0.43696,0.44367,0.26871,1.3087,0.98785,1.03296,0.002971,0.002971,0.002971
215,13980.1,1.30787,0.96851,1.01279,0.51569,0.43628,0.44358,0.26875,1.30864,0.98761,1.03281,0.002938,0.002938,0.002938
216,14046,1.3156,0.97583,1.01439,0.5163,0.43642,0.4438,0.26893,1.30843,0.98779,1.03273,0.002905,0.002905,0.002905
217,14111.9,1.30653,0.96576,1.01107,0.51775,0.43667,0.44394,0.26907,1.30837,0.9876,1.0326,0.002872,0.002872,0.002872
218,14177.6,1.31168,0.9733,1.01172,0.51782,0.43686,0.444,0.26912,1.30837,0.98751,1.03248,0.002839,0.002839,0.002839
219,14243.4,1.30497,0.96684,1.0085,0.51803,0.43641,0.44421,0.26926,1.30838,0.98754,1.03223,0.002806,0.002806,0.002806
220,14309.1,1.30715,0.967,1.01228,0.51984,0.43497,0.44405,0.26912,1.3083,0.98751,1.03212,0.002773,0.002773,0.002773
221,14374.8,1.30712,0.96586,1.01113,0.51915,0.43508,0.44424,0.26947,1.30815,0.98743,1.03189,0.00274,0.00274,0.00274
222,14441,1.30791,0.96626,1.00893,0.51904,0.43512,0.44429,0.26935,1.30825,0.98756,1.0318,0.002707,0.002707,0.002707
223,14506.8,1.30551,0.96457,1.0099,0.52024,0.43426,0.44428,0.26956,1.30799,0.98732,1.03158,0.002674,0.002674,0.002674
224,14572.9,1.30802,0.96653,1.00833,0.51992,0.43513,0.44444,0.26947,1.30821,0.98754,1.03141,0.002641,0.002641,0.002641
225,14638.8,1.30864,0.96408,1.0115,0.51984,0.43507,0.44447,0.26949,1.30827,0.98734,1.03131,0.002608,0.002608,0.002608
226,14704.5,1.30341,0.96441,1.01182,0.51946,0.43652,0.4446,0.26935,1.30825,0.98741,1.03122,0.002575,0.002575,0.002575
227,14770.3,1.3055,0.96204,1.00984,0.52043,0.43622,0.44452,0.26955,1.30824,0.98744,1.03111,0.002542,0.002542,0.002542
228,14836.2,1.30045,0.95929,1.008,0.52055,0.43615,0.4444,0.26955,1.30819,0.98749,1.03091,0.002509,0.002509,0.002509
229,14902.3,1.30079,0.95783,1.00794,0.52182,0.43458,0.44464,0.26949,1.30817,0.9873,1.03083,0.002476,0.002476,0.002476
230,14965.6,1.29546,0.95704,1.00669,0.52156,0.43469,0.44472,0.26962,1.30807,0.98728,1.03059,0.002443,0.002443,0.002443
231,15029,1.29987,0.95718,1.0099,0.52208,0.43474,0.44493,0.26956,1.30804,0.98726,1.03044,0.00241,0.00241,0.00241
232,15095.2,1.30283,0.96126,1.00775,0.52197,0.43461,0.4447,0.26948,1.30801,0.98726,1.0303,0.002377,0.002377,0.002377
233,15161.1,1.30092,0.95615,1.00898,0.52177,0.43462,0.4446,0.26953,1.30787,0.98712,1.03014,0.002344,0.002344,0.002344
234,15227,1.30644,0.95755,1.00783,0.52195,0.43481,0.44477,0.26968,1.3076,0.98704,1.02991,0.002311,0.002311,0.002311
235,15292.9,1.30252,0.95274,1.00817,0.52278,0.43374,0.44466,0.26994,1.30766,0.9872,1.02977,0.002278,0.002278,0.002278
236,15358.8,1.29818,0.95336,1.00507,0.52287,0.43407,0.44507,0.26968,1.30756,0.98707,1.02964,0.002245,0.002245,0.002245
237,15423.3,1.29755,0.95236,1.00497,0.52343,0.43403,0.44505,0.26989,1.30755,0.98699,1.02951,0.002212,0.002212,0.002212
238,15488.9,1.29526,0.9509,1.0048,0.52276,0.43445,0.4453,0.27016,1.30752,0.9869,1.02942,0.002179,0.002179,0.002179
239,15554.6,1.29717,0.95324,1.00314,0.52308,0.43418,0.4451,0.27015,1.30735,0.98697,1.02937,0.002146,0.002146,0.002146
240,15620.6,1.29695,0.95171,1.0067,0.5232,0.4341,0.44532,0.27011,1.30727,0.98703,1.02931,0.002113,0.002113,0.002113
241,15686.5,1.29876,0.95508,1.00689,0.52462,0.43497,0.44526,0.27017,1.30709,0.98686,1.02914,0.00208,0.00208,0.00208
242,15752,1.29259,0.95132,1.00344,0.52449,0.43462,0.44546,0.27039,1.30687,0.98687,1.02901,0.002047,0.002047,0.002047
243,15817.8,1.29548,0.95079,1.00482,0.52506,0.43469,0.44612,0.27058,1.30689,0.98687,1.02889,0.002014,0.002014,0.002014
244,15883.5,1.3026,0.95457,1.00592,0.52666,0.43463,0.44603,0.27053,1.30682,0.98673,1.02876,0.001981,0.001981,0.001981
245,15949.6,1.29498,0.94986,1.00414,0.52454,0.43574,0.44614,0.27058,1.30698,0.98704,1.02866,0.001948,0.001948,0.001948
246,16015.8,1.29196,0.94591,1.00137,0.52454,0.43546,0.44652,0.27067,1.30687,0.98667,1.0286,0.001915,0.001915,0.001915
247,16081.6,1.29463,0.94851,1.00493,0.5237,0.43603,0.44643,0.27068,1.30679,0.98665,1.02844,0.001882,0.001882,0.001882
248,16147.1,1.29417,0.94887,1.0043,0.52576,0.43549,0.44623,0.27073,1.30659,0.98666,1.02825,0.001849,0.001849,0.001849
249,16212.8,1.29332,0.94692,1.00395,0.52632,0.43546,0.44637,0.27082,1.30681,0.98673,1.02824,0.001816,0.001816,0.001816
250,16278.4,1.29339,0.94433,1.00331,0.52705,0.43563,0.44648,0.271,1.30673,0.98687,1.02815,0.001783,0.001783,0.001783
251,16344.3,1.29226,0.94475,1.00376,0.52872,0.43433,0.44665,0.27108,1.30647,0.98683,1.02797,0.00175,0.00175,0.00175
252,16409.8,1.29631,0.94929,1.0052,0.52844,0.43544,0.44682,0.271,1.30652,0.98657,1.02793,0.001717,0.001717,0.001717
253,16476,1.29988,0.94916,1.00251,0.52835,0.43535,0.44733,0.27114,1.30643,0.98665,1.02775,0.001684,0.001684,0.001684
254,16541.6,1.29448,0.95083,1.00478,0.5283,0.43522,0.44723,0.27137,1.30663,0.98655,1.0277,0.001651,0.001651,0.001651
255,16607.3,1.29866,0.94861,1.00227,0.5291,0.43546,0.44741,0.27151,1.30656,0.98638,1.02757,0.001618,0.001618,0.001618
256,16673,1.29266,0.94697,1.00281,0.52819,0.43527,0.44763,0.2715,1.30646,0.98621,1.02746,0.001585,0.001585,0.001585
257,16739.1,1.29657,0.9447,1.00253,0.52954,0.43368,0.44757,0.27137,1.30669,0.98636,1.02734,0.001552,0.001552,0.001552
258,16805.1,1.29357,0.94568,1.00204,0.52801,0.43492,0.44756,0.27136,1.3066,0.9864,1.02723,0.001519,0.001519,0.001519
259,16870.9,1.29308,0.94263,1.00232,0.52714,0.43431,0.44713,0.27118,1.30679,0.98663,1.0272,0.001486,0.001486,0.001486
260,16936.6,1.29045,0.93838,1.00139,0.52735,0.43432,0.44741,0.27138,1.30673,0.9865,1.02709,0.001453,0.001453,0.001453
261,17002.4,1.28842,0.93813,0.99978,0.52683,0.43523,0.44751,0.27151,1.30682,0.98651,1.02698,0.00142,0.00142,0.00142
262,17068.3,1.28938,0.93873,1.00062,0.52632,0.43535,0.44737,0.27155,1.30671,0.98638,1.02684,0.001387,0.001387,0.001387
263,17134,1.28208,0.93576,0.99879,0.52809,0.43496,0.44745,0.27164,1.30652,0.98638,1.02663,0.001354,0.001354,0.001354
264,17199.8,1.2855,0.9336,0.99945,0.52779,0.43495,0.44692,0.27155,1.30655,0.98624,1.02658,0.001321,0.001321,0.001321
265,17265.6,1.29211,0.94058,1.00021,0.52771,0.43498,0.44719,0.27164,1.30652,0.98615,1.02641,0.001288,0.001288,0.001288
266,17331.5,1.28144,0.93425,0.99814,0.52729,0.43537,0.44696,0.27148,1.30659,0.98638,1.02633,0.001255,0.001255,0.001255
267,17397.5,1.29039,0.93274,1.00081,0.52867,0.43431,0.44692,0.27142,1.30668,0.98642,1.02627,0.001222,0.001222,0.001222
268,17463.3,1.2914,0.93815,0.99956,0.52825,0.43409,0.44677,0.27135,1.30683,0.98678,1.02622,0.001189,0.001189,0.001189
269,17529.2,1.28435,0.93248,0.99793,0.52825,0.43382,0.44675,0.27156,1.30705,0.98674,1.02615,0.001156,0.001156,0.001156
270,17595.3,1.28894,0.93487,0.99967,0.52968,0.4322,0.44685,0.2715,1.30677,0.98663,1.02598,0.001123,0.001123,0.001123
271,17661.2,1.28214,0.92985,0.99765,0.53094,0.43128,0.44679,0.27149,1.30693,0.98672,1.02591,0.00109,0.00109,0.00109
272,17726.9,1.28596,0.93196,0.99791,0.53165,0.43112,0.44678,0.2714,1.30691,0.98672,1.02584,0.001057,0.001057,0.001057
273,17792.7,1.28379,0.9306,0.99918,0.53131,0.43212,0.44706,0.27163,1.30702,0.98682,1.02573,0.001024,0.001024,0.001024
274,17859.1,1.28831,0.93218,0.99799,0.53201,0.43132,0.44697,0.27154,1.30732,0.9869,1.02571,0.000991,0.000991,0.000991
275,17924.9,1.28318,0.92978,0.99919,0.53033,0.43239,0.44684,0.27137,1.3074,0.98678,1.02568,0.000958,0.000958,0.000958
276,17990.6,1.28025,0.92819,0.99732,0.5303,0.43249,0.44679,0.27132,1.30756,0.98717,1.02565,0.000925,0.000925,0.000925
277,18056,1.28279,0.93001,0.99728,0.53012,0.4323,0.44674,0.2715,1.30766,0.98709,1.02553,0.000892,0.000892,0.000892
278,18121.8,1.27777,0.92627,0.99604,0.53031,0.43245,0.44682,0.27136,1.30765,0.9869,1.02544,0.000859,0.000859,0.000859
279,18187.9,1.28649,0.92903,0.9976,0.53071,0.43253,0.44684,0.27148,1.30773,0.98687,1.02536,0.000826,0.000826,0.000826
280,18253.9,1.28264,0.92628,0.99732,0.52977,0.43199,0.44652,0.27135,1.30783,0.98683,1.0253,0.000793,0.000793,0.000793
281,18319.6,1.27789,0.92502,0.99694,0.53143,0.43202,0.44682,0.27146,1.30765,0.98687,1.02516,0.00076,0.00076,0.00076
282,18385.5,1.27833,0.92636,0.99289,0.52945,0.43296,0.44681,0.2715,1.3079,0.98694,1.02518,0.000727,0.000727,0.000727
283,18451.2,1.28523,0.92819,0.9982,0.52923,0.43323,0.44695,0.27167,1.30772,0.98691,1.02507,0.000694,0.000694,0.000694
284,18517,1.27839,0.92451,0.99395,0.52907,0.43337,0.4466,0.27159,1.30775,0.98708,1.02501,0.000661,0.000661,0.000661
285,18582.9,1.28771,0.92827,0.99894,0.52795,0.43449,0.44677,0.27165,1.308,0.98726,1.02495,0.000628,0.000628,0.000628
286,18647.9,1.28077,0.92662,0.99828,0.52919,0.4335,0.44684,0.27168,1.30783,0.98726,1.02491,0.000595,0.000595,0.000595
287,18713.7,1.27592,0.91987,0.99438,0.53013,0.43353,0.447,0.27166,1.30779,0.98691,1.02471,0.000562,0.000562,0.000562
288,18779.4,1.28316,0.92531,0.9981,0.53121,0.43317,0.44691,0.2717,1.30787,0.98685,1.02465,0.000529,0.000529,0.000529
289,18845.1,1.27628,0.9192,0.99533,0.52959,0.43457,0.44707,0.2719,1.30787,0.98672,1.02456,0.000496,0.000496,0.000496
290,18910.8,1.27983,0.9228,0.99495,0.52916,0.43475,0.44737,0.2719,1.30771,0.98651,1.02441,0.000463,0.000463,0.000463
291,18973.6,1.27239,0.91311,1.0073,0.52841,0.43491,0.44749,0.27215,1.30768,0.98638,1.02438,0.00043,0.00043,0.00043
292,19035,1.2678,0.90023,1.00234,0.5286,0.43559,0.44742,0.2722,1.30778,0.98639,1.02436,0.000397,0.000397,0.000397
293,19096.6,1.26067,0.89812,1.00186,0.53073,0.43455,0.44754,0.27238,1.30791,0.98633,1.02428,0.000364,0.000364,0.000364
294,19158.1,1.26233,0.89541,1.00219,0.53108,0.43502,0.44786,0.27241,1.30792,0.98637,1.0242,0.000331,0.000331,0.000331
295,19219.8,1.2576,0.89272,1.00029,0.53141,0.4342,0.4482,0.2725,1.3077,0.98606,1.02416,0.000298,0.000298,0.000298
296,19281.3,1.26026,0.89433,1.00193,0.53095,0.43425,0.448,0.27238,1.30773,0.98599,1.0241,0.000265,0.000265,0.000265
297,19342.9,1.25664,0.88978,1.00065,0.53277,0.43408,0.44816,0.27255,1.30771,0.98599,1.02408,0.000232,0.000232,0.000232
298,19404.5,1.25735,0.88961,0.99961,0.53005,0.43623,0.44819,0.27262,1.30756,0.98556,1.02394,0.000199,0.000199,0.000199
299,19465.7,1.25604,0.89013,0.99934,0.53138,0.43555,0.44826,0.27264,1.30727,0.98564,1.02381,0.000166,0.000166,0.000166
300,19527.1,1.2553,0.88864,0.99953,0.53243,0.43506,0.44819,0.27268,1.30715,0.98524,1.02375,0.000133,0.000133,0.000133
